bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
446875,1007,HB4001,4,Passed,2014-12-31,"Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).","Civil rights; public records; statewide standards for freedom of information act costs; modify. Amends secs. 4, 5 & 10 of 1976 PA 442 (MCL 15.234 et seq.).",0,,2014-12-31,"Assigned Pa 563'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB4001/2013,http://legislature.mi.gov/doc.aspx?2013-HB-4001
647491,1007,HB5537,1,Introduced,2014-05-06,"Crimes; penalties; penalty for falsely signing a community service form for certain individuals; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 411x.","Crimes; penalties; penalty for falsely signing a community service form for certain individuals; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 411x.",2827,"House Criminal Justice",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5537/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5537
647439,1007,HB5538,1,Introduced,2014-05-06,"Criminal procedure; sentencing guidelines; sentencing guidelines for violations of stalker offender registration act; enact. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b). TIE BAR WITH: HB 5539'14","Criminal procedure; sentencing guidelines; sentencing guidelines for violations of stalker offender registration act; enact. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b). TIE BAR WITH: HB 5539'14",821,"House Judiciary",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5538/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5538
647422,1007,HB5539,1,Introduced,2014-05-06,"Criminal procedure; other; stalking offenders registry; create. Creates new act.","Criminal procedure; other; stalking offenders registry; create. Creates new act.",821,"House Judiciary",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5539/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5539
647448,1007,HB5540,1,Introduced,2014-05-06,"Crimes; malicious destruction; penalties for vandalizing, desecrating, or intentionally destroying certain public property on a highway, freeway, or inner state road; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 377d.","Crimes; malicious destruction; penalties for vandalizing, desecrating, or intentionally destroying certain public property on a highway, freeway, or inner state road; provide for. Amends 1931 PA 328 (MCL 750.1 - 750.568) by adding sec. 377d.",2827,"House Criminal Justice",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5540/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5540
647477,1007,HB5541,1,Introduced,2014-05-06,"Liquor; licenses; minimum inventory threshold for certain specially designated merchants with gas pumps; eliminate. Amends sec. 541 of 1998 PA 58 (MCL 436.1541).","Liquor; licenses; minimum inventory threshold for certain specially designated merchants with gas pumps; eliminate. Amends sec. 541 of 1998 PA 58 (MCL 436.1541).",895,"House Regulatory Reform",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5541/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5541
647473,1007,HB5542,1,Introduced,2014-05-06,"State financing and management; other; out-of-state travel restrictions and video conferencing requirements for department of transportation employees; impose. Amends title of 1951 PA 51 (MCL 247.651 - 247.675) & adds sec. 18.","State financing and management; other; out-of-state travel restrictions and video conferencing requirements for department of transportation employees; impose. Amends title of 1951 PA 51 (MCL 247.651 - 247.675) & adds sec. 18.",2834,"House Transportation And Infrastructure",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5542/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5542
647436,1007,HB5543,4,Passed,2014-12-31,"Highways; name; portion of M-57 within Montcalm county; designate as the ""Joseph Prentler Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 81.","Highways; name; portion of M-57 within Montcalm county; designate as the ""Joseph Prentler Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 81.",0,,2014-12-31,"Assigned Pa 442'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5543/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5543
647400,1007,HB5544,1,Introduced,2014-05-06,"Education; curriculum; Holocaust education; provide for. Amends sec. 1278 of 1976 PA 451 (MCL 380.1278) & adds sec. 1168.","Education; curriculum; Holocaust education; provide for. Amends sec. 1278 of 1976 PA 451 (MCL 380.1278) & adds sec. 1168.",818,"House Education",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5544/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5544
647504,1007,HB5545,1,Introduced,2014-05-06,"Criminal procedure; expunction; criminal record expunction for certain offenses; allow under certain circumstances. Amends secs. 1, 3 & 4 of 1965 PA 213 (MCL 780.621 et seq.).","Criminal procedure; expunction; criminal record expunction for certain offenses; allow under certain circumstances. Amends secs. 1, 3 & 4 of 1965 PA 213 (MCL 780.621 et seq.).",0,,2014-10-02,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5545/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5545
647445,1007,HB5546,1,Introduced,2014-05-06,"Traffic control; driver license; designation on driver license of veteran that he or she has embedded metal in his or her body; allow under certain circumstances. Amends sec. 310 of 1949 PA 300 (MCL 257.310).","Traffic control; driver license; designation on driver license of veteran that he or she has embedded metal in his or her body; allow under certain circumstances. Amends sec. 310 of 1949 PA 300 (MCL 257.310).",2834,"House Transportation And Infrastructure",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5546/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5546
647684,1007,HB5547,1,Introduced,2014-05-07,"Property tax; principal residence exemption; principal residence exemption forms; expand to include forms to rescind exemption. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).","Property tax; principal residence exemption; principal residence exemption forms; expand to include forms to rescind exemption. Amends sec. 7cc of 1893 PA 206 (MCL 211.7cc).",825,"House Tax Policy",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5547/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5547
647651,1007,HB5548,1,Introduced,2014-05-07,"Liquor; licenses; restrictions on the issuance or transfer of specially designated distributor licenses; modify. Amends sec. 531 of 1998 PA 58 (MCL 436.1531).","Liquor; licenses; restrictions on the issuance or transfer of specially designated distributor licenses; modify. Amends sec. 531 of 1998 PA 58 (MCL 436.1531).",895,"House Regulatory Reform",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5548/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5548
647677,1007,HB5549,1,Introduced,2014-05-07,"Health; blood; options regarding cord blood stem cells; require certain physicians to inform patients during second trimester. Amends secs. 2681 & 2683 of 1978 PA 368 (MCL 333.2681 & 333.2683) & adds sec. 2684.","Health; blood; options regarding cord blood stem cells; require certain physicians to inform patients during second trimester. Amends secs. 2681 & 2683 of 1978 PA 368 (MCL 333.2681 & 333.2683) & adds sec. 2684.",892,"House Health Policy",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5549/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5549
647647,1007,HB5550,1,Introduced,2014-05-07,"Education; attendance; parent requests for classroom assignment of multiple birth siblings; require public schools to comply with. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1147a.","Education; attendance; parent requests for classroom assignment of multiple birth siblings; require public schools to comply with. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1147a.",818,"House Education",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5550/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5550
647662,1007,HB5551,1,Introduced,2014-05-07,"Natural resources; hunting; in-state license fees for active duty military personnel; provide for. Amends sec. 43506 of 1994 PA 451 (MCL 324.43506).","Natural resources; hunting; in-state license fees for active duty military personnel; provide for. Amends sec. 43506 of 1994 PA 451 (MCL 324.43506).",2831,"House Military And Veterans Affairs",2014-05-08,"Printed Bill Filed 05/07/2014",https://legiscan.com/MI/bill/HB5551/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5551
647950,1007,HB5552,4,Passed,2014-10-22,"Property tax; assessments; definition of transfer of ownership; exclude certain transfers. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).","Property tax; assessments; definition of transfer of ownership; exclude certain transfers. Amends sec. 27a of 1893 PA 206 (MCL 211.27a).",0,,2014-10-22,"Assigned Pa 310'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5552/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5552
647980,1007,HB5553,4,Passed,2014-07-16,"Recreation; trails; statewide trail network; include Pure Michigan Trails and provide for closure of trails under circumstances and funding from the Pure Michigan Trails fund. Amends secs. 72107 & 72109 of 1994 PA 451 (MCL 324.72107 & 324.72109). TIE BAR WITH: HB 5559'14, SB 0873'14, SB 0875'14, SB 0876'14, SB 0877'14","Recreation; trails; statewide trail network; include Pure Michigan Trails and provide for closure of trails under circumstances and funding from the Pure Michigan Trails fund. Amends secs. 72107 & 72109 of 1994 PA 451 (MCL 324.72107 & 324.72109). TIE BAR WITH: HB 5559'14, SB 0873'14, SB 0875'14, SB 0876'14, SB 0877'14",0,,2014-07-16,"Assigned Pa 214'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5553/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5553
647983,1007,HB5554,1,Introduced,2014-05-08,"Transportation; funds; tax levy by board of county road commissioners to raise money for county roads outside of the jurisdiction of cities and villages; allow upon approval by majority of electors residing outside of the jurisdiction of cities and villages and regulate expenditure of money raised. Amends 1909 PA 283 (MCL 220.1 - 239.6) by adding sec. 20c to ch. IV.","Transportation; funds; tax levy by board of county road commissioners to raise money for county roads outside of the jurisdiction of cities and villages; allow upon approval by majority of electors residing outside of the jurisdiction of cities and villages and regulate expenditure of money raised. Amends 1909 PA 283 (MCL 220.1 - 239.6) by adding sec. 20c to ch. IV.",2834,"House Transportation And Infrastructure",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5554/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5554
647974,1007,HB5555,1,Introduced,2014-05-08,"Public utilities; natural gas utilities; infrastructure expansion investment costs for certain underserved or unserved areas; allow natural gas utilities to recover. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9u.","Public utilities; natural gas utilities; infrastructure expansion investment costs for certain underserved or unserved areas; allow natural gas utilities to recover. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9u.",898,"House Energy And Technology",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5555/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5555
647972,1007,HB5556,1,Introduced,2014-05-08,"Natural resources; gas and oil; administrative fines for certain pipeline violations; modify. Amends secs. 4, 9 & 11 of 1969 PA 165 (MCL 483.154 et seq.).","Natural resources; gas and oil; administrative fines for certain pipeline violations; modify. Amends secs. 4, 9 & 11 of 1969 PA 165 (MCL 483.154 et seq.).",898,"House Energy And Technology",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5556/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5556
647959,1007,HB5557,1,Introduced,2014-05-08,"Public utilities; public service commission; assessment of certain fines or penalties; prohibit. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 6f.","Public utilities; public service commission; assessment of certain fines or penalties; prohibit. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 6f.",898,"House Energy And Technology",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5557/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5557
647956,1007,HB5558,4,Passed,2014-07-16,"Consumer protection; unfair trade practices; application of consumer protection act to unfair trade practices in insurance code; modify. Amends sec. 4 of 1976 PA 331 (MCL 445.904).","Consumer protection; unfair trade practices; application of consumer protection act to unfair trade practices in insurance code; modify. Amends sec. 4 of 1976 PA 331 (MCL 445.904).",0,,2014-07-16,"Assigned Pa 251'14",https://legiscan.com/MI/bill/HB5558/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5558
647940,1007,HB5559,4,Passed,2014-07-16,"Recreation; trails; statewide trail network; include Pure Michigan Trails and authorize department of natural resources to grant easements, use permits, concessions, and leases. Amends secs. 1301 & 72108 of 1994 PA 451 (MCL 324.1301 & 324.72108). TIE BAR WITH: HB 5553'14, SB 0873'14, SB 0875'14, SB 0876'14, SB 0877'14","Recreation; trails; statewide trail network; include Pure Michigan Trails and authorize department of natural resources to grant easements, use permits, concessions, and leases. Amends secs. 1301 & 72108 of 1994 PA 451 (MCL 324.1301 & 324.72108). TIE BAR WITH: HB 5553'14, SB 0873'14, SB 0875'14, SB 0876'14, SB 0877'14",0,,2014-07-16,"Assigned Pa 215'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5559/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5559
647969,1007,HB5560,1,Introduced,2014-05-08,"Local government; other; publication of legal notices; revise, and create the local government public notice act. Creates new act. TIE BAR WITH: HB 5987'14, HB 5988'14, HB 5989'14, HB 5990'14, HB 5991'14, HB 5992'14, HB 5993'14, HB 5994'14, HB 5995'14, HB 5996'14, HB 5997'14, HB 5998'14, HB 5999'14, HB 6000'14, HB 6001'14, HB 6002'14, HB 6004'14, HB 6005'14, HB 6006'14, HB 6007'14, HB 6008'14, HB 6009'14, HB 6010'14, HB 6011'14, HB 6012'14, HB 6013'14, HB 6014'14, HB 6015'14, HB 6016'14, HB 6017'14, HB 6018'14, HB 6019'14, HB 6020'14, HB 6021'14, HB 6022'14, HB 6023'14, HB 6024'14, HB 6025'14, HB 6026'14, HB 6027'14, HB 6028'14, HB 6029'14, HB 6030'14, HB 6031'14, HB 6032'14, HB 6033'14, HB 6035'14, HB 6036'14, HB 6037'14, HB 6038'14, HB 6039'14, HB 6040'14, HB 6041'14, HB 6042'14, HB 6043'14, HB 6044'14, HB 6045'14, HB 6046'14, HB 6047'14, HB 6048'14, HB 6049'14, HB 6050'14, HB 6051'14, HB 6052'14, HB 6053'14, HB 6054'14, HB 6055'14, HB 6056'14, HB 6057'14, HB 6058'14, HB 6059'14, HB 6060'14, HB 6061'14, HB 6062'14, HB 6063'14, HB 6065'14, HB 6066'14, HB 6067'14, HB 6068'14, HB 6069'14, HB 6070'14, HB 6071'14, HB 6072'14, HB 6073'14","Local government; other; publication of legal notices; revise, and create the local government public notice act. Creates new act. TIE BAR WITH: HB 5987'14, HB 5988'14, HB 5989'14, HB 5990'14, HB 5991'14, HB 5992'14, HB 5993'14, HB 5994'14, HB 5995'14, HB 5996'14, HB 5997'14, HB 5998'14, HB 5999'14, HB 6000'14, HB 6001'14, HB 6002'14, HB 6004'14, HB 6005'14, HB 6006'14, HB 6007'14, HB 6008'14, HB 6009'14, HB 6010'14, HB 6011'14, HB 6012'14, HB 6013'14, HB 6014'14, HB 6015'14, HB 6016'14, HB 6017'14, HB 6018'14, HB 6019'14, HB 6020'14, HB 6021'14, HB 6022'14, HB 6023'14, HB 6024'14, HB 6025'14, HB 6026'14, HB 6027'14, HB 6028'14, HB 6029'14, HB 6030'14, HB 6031'14, HB 6032'14, HB 6033'14, HB 6035'14, HB 6036'14, HB 6037'14, HB 6038'14, HB 6039'14, HB 6040'14, HB 6041'14, HB 6042'14, HB 6043'14, HB 6044'14, HB 6045'14, HB 6046'14, HB 6047'14, HB 6048'14, HB 6049'14, HB 6050'14, HB 6051'14, HB 6052'14, HB 6053'14, HB 6054'14, HB 6055'14, HB 6056'14, HB 6057'14, HB 6058'14, HB 6059'14, HB 6060'14, HB 6061'14, HB 6062'14, HB 6063'14, HB 6065'14, HB 6066'14, HB 6067'14, HB 6068'14, HB 6069'14, HB 6070'14, HB 6071'14, HB 6072'14, HB 6073'14",838,"Senate Government Operations",2014-12-09,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB5560/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5560
647985,1007,HB5561,1,Introduced,2014-05-08,"Criminal procedure; evidence; certain requirements for retention of evidence; establish. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 23 to ch. XVI.","Criminal procedure; evidence; certain requirements for retention of evidence; establish. Amends 1927 PA 175 (MCL 760.1 - 777.69) by adding sec. 23 to ch. XVI.",2827,"House Criminal Justice",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5561/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5561
647951,1007,HB5562,1,Introduced,2014-05-08,"Employment security; sanctions; penalty assessed for incomplete or erroneous report containing certain errors; eliminate under certain circumstances. Amends sec. 54 of 1936 (Ex Sess) PA 1 (MCL 421.54).","Employment security; sanctions; penalty assessed for incomplete or erroneous report containing certain errors; eliminate under certain circumstances. Amends sec. 54 of 1936 (Ex Sess) PA 1 (MCL 421.54).",817,"House Commerce",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5562/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5562
647945,1007,HB5563,4,Passed,2014-12-31,"Environmental protection; solid waste; abandoned vehicle disposal process for watercraft, snowmobiles, and ORVs; establish. Amends sec. 80125 of 1994 PA 451 (MCL 324.80125) & adds secs. 80130f, 80130g, 80130h, 80130i, 80130j, 80130k, 80130l, 80130m, 80130n, 80130o, 80130p, 81151 & 82161.","Environmental protection; solid waste; abandoned vehicle disposal process for watercraft, snowmobiles, and ORVs; establish. Amends sec. 80125 of 1994 PA 451 (MCL 324.80125) & adds secs. 80130f, 80130g, 80130h, 80130i, 80130j, 80130k, 80130l, 80130m, 80130n, 80130o, 80130p, 81151 & 82161.",0,,2014-12-31,"Assigned Pa 549'14 With Immediate Effect 2014 Addenda",https://legiscan.com/MI/bill/HB5563/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5563
647967,1007,HB5564,1,Introduced,2014-05-08,"Public utilities; public service commission; reporting requirements related to natural gas and gas pipeline inspector duties; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9e.","Public utilities; public service commission; reporting requirements related to natural gas and gas pipeline inspector duties; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9e.",898,"House Energy And Technology",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5564/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5564
647978,1007,HB5565,1,Introduced,2014-05-08,"Public utilities; public service commission; adoption of performance metrics for pipeline safety; require. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9g.","Public utilities; public service commission; adoption of performance metrics for pipeline safety; require. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9g.",898,"House Energy And Technology",2014-05-13,"Printed Bill Filed 05/09/2014",https://legiscan.com/MI/bill/HB5565/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5565
647943,1007,HB5566,4,Passed,2014-07-16,"State financing and management; authorities; Michigan financial review commission act; create. Creates new act.","State financing and management; authorities; Michigan financial review commission act; create. Creates new act.",0,,2014-07-16,"Assigned Pa 181'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5566/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5566
647988,1007,HB5567,4,Passed,2014-07-16,"Cities; home rule; chief financial officer for a city with a population of more than 600,000; require, and require 4-year financial plan. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding secs. 4s & 4t.","Cities; home rule; chief financial officer for a city with a population of more than 600,000; require, and require 4-year financial plan. Amends 1909 PA 279 (MCL 117.1 - 117.38) by adding secs. 4s & 4t.",0,,2014-07-16,"Assigned Pa 182'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5567/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5567
647954,1007,HB5568,4,Passed,2014-07-16,"Cities; home rule; benefits under retirement plans established by a city with a population of more than 600,000 or that has discharged $1,000,000,000.00 in pension liabilities in bankruptcy; modify. Amends sec. 4i of 1909 PA 279 (MCL 117.4i) & adds sec. 4p.","Cities; home rule; benefits under retirement plans established by a city with a population of more than 600,000 or that has discharged $1,000,000,000.00 in pension liabilities in bankruptcy; modify. Amends sec. 4i of 1909 PA 279 (MCL 117.4i) & adds sec. 4p.",0,,2014-07-16,"Assigned Pa 183'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5568/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5568
647993,1007,HB5569,4,Passed,2014-07-16,"Labor; public service employment; opt-out for public employee contribution to employer-provider health care benefits; modify. Amends sec. 8 of 2011 PA 152 (MCL 15.568).","Labor; public service employment; opt-out for public employee contribution to employer-provider health care benefits; modify. Amends sec. 8 of 2011 PA 152 (MCL 15.568).",0,,2014-07-16,"Assigned Pa 184'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5569/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5569
647998,1007,HB5570,4,Passed,2014-07-16,"Retirement; pension oversight; oversight of certain pensions of cities with a population of more than 600,000; provide for. Amends secs. 12c, 13, 13e & 20m of 1965 PA 314 (MCL 38.1132c et seq.) & adds sec. 13g.","Retirement; pension oversight; oversight of certain pensions of cities with a population of more than 600,000; provide for. Amends secs. 12c, 13, 13e & 20m of 1965 PA 314 (MCL 38.1132c et seq.) & adds sec. 13g.",0,,2014-07-16,"Assigned Pa 185'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5570/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5570
647989,1007,HB5571,1,Introduced,2014-05-08,"Local government; authorities; art institute authorities act; remove authorization to levy a new tax or renew an existing tax. Amends sec. 17 of 2010 PA 296 (MCL 123.1217).","Local government; authorities; art institute authorities act; remove authorization to levy a new tax or renew an existing tax. Amends sec. 17 of 2010 PA 296 (MCL 123.1217).",838,"Senate Government Operations",2014-05-27,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB5571/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5571
648001,1007,HB5572,1,Introduced,2014-05-08,"State financing and management; funds; budget stabilization fund distributions; modify. Amends sec. 353 of 1984 PA 431 (MCL 18.1353).","State financing and management; funds; budget stabilization fund distributions; modify. Amends sec. 353 of 1984 PA 431 (MCL 18.1353).",838,"Senate Government Operations",2014-05-27,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB5572/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5572
647937,1007,HB5573,4,Passed,2014-07-16,"State financing and management; funds; Michigan trust fund act; allow allocation of certain revenues into the budget stabilization fund. Amends sec. 7 of 2000 PA 489 (MCL 12.257).","State financing and management; funds; Michigan trust fund act; allow allocation of certain revenues into the budget stabilization fund. Amends sec. 7 of 2000 PA 489 (MCL 12.257).",0,,2014-07-16,"Assigned Pa 186'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5573/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5573
647938,1007,HB5574,4,Passed,2014-07-16,"State financing and management; funds; budget stabilization fund distribution; provide for. Amends sec. 358 of 1984 PA 431 (MCL 18.1358).","State financing and management; funds; budget stabilization fund distribution; provide for. Amends sec. 358 of 1984 PA 431 (MCL 18.1358).",0,,2014-07-16,"Assigned Pa 188'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5574/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5574
647964,1007,HB5575,4,Passed,2014-07-16,"State financing and management; authorities; Michigan settlement administration authority; create. Creates new act.","State financing and management; authorities; Michigan settlement administration authority; create. Creates new act.",0,,2014-07-16,"Assigned Pa 187'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5575/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5575
648480,1007,HB5576,4,Passed,2014-07-16,"Labor; arbitration; basis for certain local government arbitration awards; include financial information submitted under the Michigan financial review commission act. Amends sec. 9 of 1969 PA 312 (MCL 423.239).","Labor; arbitration; basis for certain local government arbitration awards; include financial information submitted under the Michigan financial review commission act. Amends sec. 9 of 1969 PA 312 (MCL 423.239).",0,,2014-07-16,"Assigned Pa 189'14 With Immediate Effect",https://legiscan.com/MI/bill/HB5576/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5576
648771,1007,HB5577,1,Introduced,2014-05-14,"State; symbol; northern spring peeper; designate as the official state amphibian. Creates new act.","State; symbol; northern spring peeper; designate as the official state amphibian. Creates new act.",899,"House Government Operations",2014-05-15,"Printed Bill Filed 05/15/2014",https://legiscan.com/MI/bill/HB5577/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5577
648812,1007,HB5578,1,Introduced,2014-05-14,"Liquor; authorized distribution agents; cap on the per case distribution fee; eliminate. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).","Liquor; authorized distribution agents; cap on the per case distribution fee; eliminate. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).",0,,2014-12-02,"Referred To Committee Of The Whole With Substitute S-1",https://legiscan.com/MI/bill/HB5578/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5578
648755,1007,HB5579,1,Introduced,2014-05-14,"Labor; hours and wages; minimum wage; provide for increases. Amends secs. 4, 4b & 7a of 1964 PA 154 (MCL 408.384 et seq.).","Labor; hours and wages; minimum wage; provide for increases. Amends secs. 4, 4b & 7a of 1964 PA 154 (MCL 408.384 et seq.).",817,"House Commerce",2014-05-15,"Printed Bill Filed 05/15/2014",https://legiscan.com/MI/bill/HB5579/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5579
648800,1007,HB5580,1,Introduced,2014-05-14,"Civil rights; open meetings; open meetings act regarding county commissioners; expand to require minutes to include all topics of discussion, and eliminate anonymity in voting. Amends sec. 9 of 1976 PA 267 (MCL 15.269).","Civil rights; open meetings; open meetings act regarding county commissioners; expand to require minutes to include all topics of discussion, and eliminate anonymity in voting. Amends sec. 9 of 1976 PA 267 (MCL 15.269).",2833,"House Oversight",2014-05-15,"Printed Bill Filed 05/15/2014",https://legiscan.com/MI/bill/HB5580/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5580
648785,1007,HB5581,1,Introduced,2014-05-14,"Education; other; oversight for statewide assessments; transfer to department of treasury. Amends secs. 1278, 1279a, 1279c & 1279g of 1976 PA 451 (MCL 380.1278 et seq.); adds sec. 1279f & repeals secs. 1279 & 1279d of 1976 PA 451 (MCL 380.1279 & 380.1279d).","Education; other; oversight for statewide assessments; transfer to department of treasury. Amends secs. 1278, 1279a, 1279c & 1279g of 1976 PA 451 (MCL 380.1278 et seq.); adds sec. 1279f & repeals secs. 1279 & 1279d of 1976 PA 451 (MCL 380.1279 & 380.1279d).",0,,2014-05-21,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5581/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5581
648879,1007,HB5582,1,Introduced,2014-05-15,"Criminal procedure; sentencing; option of placing individual in prison under the Holmes youthful trainee act; eliminate. Amends sec. 13, ch. II of 1927 PA 175 (MCL 762.13).","Criminal procedure; sentencing; option of placing individual in prison under the Holmes youthful trainee act; eliminate. Amends sec. 13, ch. II of 1927 PA 175 (MCL 762.13).",0,,2014-12-17,"Referred To Committee Of The Whole With Substitute S-1",https://legiscan.com/MI/bill/HB5582/2013,http://legislature.mi.gov/doc.aspx?2014-HB-5582
