bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
224250,114,HB4001,1,Introduced,2011-01-13,"Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).","Michigan business tax; surcharge; surcharge tax; repeal. Repeals sec. 281 of 2007 PA 36 (MCL 208.1281).",825,"House Tax Policy",2011-01-18,"Printed Bill Filed 01/14/2011",https://legiscan.com/MI/bill/HB4001/2011,http://legislature.mi.gov/doc.aspx?2011-HB-4001
429172,114,HR0282,4,Passed,2012-05-30,"A resolution to declare May 30, 2012, as Legacy Scholars Day in the state of Michigan.","A resolution to declare May 30, 2012, as Legacy Scholars Day in the state of Michigan.",0,,2012-05-30,Adopted,https://legiscan.com/MI/bill/HR0282/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0282
429425,114,HR0283,4,Passed,2012-05-31,"A resolution to declare May 2012 as Foster Care Awareness Month in the state of Michigan.","A resolution to declare May 2012 as Foster Care Awareness Month in the state of Michigan.",0,,2012-05-31,Adopted,https://legiscan.com/MI/bill/HR0283/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0283
429420,114,HR0284,4,Passed,2012-05-31,"A resolution to declare May 31, 2012, as Silo Safety Awareness Day in the state of Michigan.","A resolution to declare May 31, 2012, as Silo Safety Awareness Day in the state of Michigan.",0,,2012-05-31,Adopted,https://legiscan.com/MI/bill/HR0284/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0284
429416,114,HR0285,4,Passed,2012-06-06,"A resolution to declare June 9-17, 2012, as Aquatic Invasive Species Awareness Week in the state of Michigan.","A resolution to declare June 9-17, 2012, as Aquatic Invasive Species Awareness Week in the state of Michigan.",0,,2012-06-06,Adopted,https://legiscan.com/MI/bill/HR0285/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0285
429568,114,HR0286,4,Passed,2012-06-01,"A resolution to declare June 2, 2012, as Trails Day in the state of Michigan.","A resolution to declare June 2, 2012, as Trails Day in the state of Michigan.",0,,2012-06-01,Adopted,https://legiscan.com/MI/bill/HR0286/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0286
429564,114,HR0287,4,Passed,2012-06-01,"A resolution to declare June 17-23, 2012, as Amateur Radio Week in the state of Michigan.","A resolution to declare June 17-23, 2012, as Amateur Radio Week in the state of Michigan.",0,,2012-06-01,Adopted,https://legiscan.com/MI/bill/HR0287/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0287
429782,114,HR0288,4,Passed,2012-06-05,"A resolution to declare June 18-24, 2012, as Pollinator Week in the state of Michigan.","A resolution to declare June 18-24, 2012, as Pollinator Week in the state of Michigan.",0,,2012-06-05,Adopted,https://legiscan.com/MI/bill/HR0288/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0288
430026,114,HR0289,4,Passed,2012-06-06,"A resolution to commemorate the 68th Anniversary of D-Day and all of the Allied forces who fought along the beaches of Normandy so that Europe might be free from the bonds of tyranny and oppression.","A resolution to commemorate the 68th Anniversary of D-Day and all of the Allied forces who fought along the beaches of Normandy so that Europe might be free from the bonds of tyranny and oppression.",0,,2012-06-06,Adopted,https://legiscan.com/MI/bill/HR0289/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0289
430368,114,HR0290,4,Passed,2012-06-12,"A resolution to declare July 2012 as Craft Beer Month in the state of Michigan.","A resolution to declare July 2012 as Craft Beer Month in the state of Michigan.",0,,2012-06-12,Adopted,https://legiscan.com/MI/bill/HR0290/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0290
430355,114,HR0291,4,Passed,2012-06-12,"A resolution to declare June 12, 2012, as Dairy Foods Awareness Day in the state of Michigan.","A resolution to declare June 12, 2012, as Dairy Foods Awareness Day in the state of Michigan.",0,,2012-06-12,Adopted,https://legiscan.com/MI/bill/HR0291/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0291
430418,114,HR0292,4,Passed,2012-06-13,"A resolution to declare June 25-29, 2012, as Service Disabled Veterans Business Awareness Week in the state of Michigan.","A resolution to declare June 25-29, 2012, as Service Disabled Veterans Business Awareness Week in the state of Michigan.",0,,2012-06-13,Adopted,https://legiscan.com/MI/bill/HR0292/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0292
430428,114,HR0293,4,Passed,2012-06-13,"A resolution to offer best wishes to Muslims in Michigan and worldwide on the joyous and meaningful observance of Ramadan, a month of reflection and prayer.","A resolution to offer best wishes to Muslims in Michigan and worldwide on the joyous and meaningful observance of Ramadan, a month of reflection and prayer.",0,,2012-06-13,Adopted,https://legiscan.com/MI/bill/HR0293/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0293
430436,114,HR0294,4,Passed,2012-06-14,"A resolution to urge the President of the United States to declare a major disaster or emergency for areas in Michigan's Upper Peninsula impacted by the Duck Lake wildfire.","A resolution to urge the President of the United States to declare a major disaster or emergency for areas in Michigan's Upper Peninsula impacted by the Duck Lake wildfire.",0,,2012-06-14,Adopted,https://legiscan.com/MI/bill/HR0294/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0294
430445,114,HR0295,4,Passed,2012-06-13,"A resolution to declare July 11, 2012, as Srebrenica Remembrance Day and July 11-18, 2012, as Bosnia and Herzegovina Tribute Week in the state of Michigan.","A resolution to declare July 11, 2012, as Srebrenica Remembrance Day and July 11-18, 2012, as Bosnia and Herzegovina Tribute Week in the state of Michigan.",0,,2012-06-13,Adopted,https://legiscan.com/MI/bill/HR0295/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0295
431936,114,HR0296,4,Passed,2012-07-18,"A resolution to recognize and honor the ten Michigan residents who will join with athletes from around the country in representing the United States at the 2012 Summer Olympics.","A resolution to recognize and honor the ten Michigan residents who will join with athletes from around the country in representing the United States at the 2012 Summer Olympics.",0,,2012-07-18,Adopted,https://legiscan.com/MI/bill/HR0296/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0296
431938,114,HR0297,1,Introduced,2012-07-18,"A resolution to urge the Department of Natural Resources and the Michigan Attorney General to work with the appropriate federal authorities and employ all available resources to investigate alleged price fixing and collusion among natural gas developers, and vigorously pursue damages to which the State of Michigan and impacted citizens are entitled.","A resolution to urge the Department of Natural Resources and the Michigan Attorney General to work with the appropriate federal authorities and employ all available resources to investigate alleged price fixing and collusion among natural gas developers, and vigorously pursue damages to which the State of Michigan and impacted citizens are entitled.",898,"House Energy And Technology",2012-07-18,"Referred To Committee On Energy And Technology",https://legiscan.com/MI/bill/HR0297/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0297
431939,114,HR0298,4,Passed,2012-07-18,"A resolution to declare July 2012 as Professional Pest Management Month in the state of Michigan.","A resolution to declare July 2012 as Professional Pest Management Month in the state of Michigan.",0,,2012-07-18,Adopted,https://legiscan.com/MI/bill/HR0298/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0298
431976,114,HR0299,4,Passed,2012-07-18,"A resolution to declare August 2012 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.","A resolution to declare August 2012 as Spinal Muscular Atrophy Awareness Month in the state of Michigan.",0,,2012-07-18,Adopted,https://legiscan.com/MI/bill/HR0299/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0299
431980,114,HR0300,1,Introduced,2012-07-18,"A resolution to encourage elementary schools throughout Michigan to incorporate the gun safety curriculum found in the Michigan Model for Health program and to encourage all schools to incorporate gun safety programs at all grade levels.","A resolution to encourage elementary schools throughout Michigan to incorporate the gun safety curriculum found in the Michigan Model for Health program and to encourage all schools to incorporate gun safety programs at all grade levels.",818,"House Education",2012-07-18,"Referred To Committee On Education",https://legiscan.com/MI/bill/HR0300/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0300
431983,114,HR0301,1,Introduced,2012-07-18,"A resolution to encourage Michigan schools to offer entrepreneurial education as part of the K-12 curriculum.","A resolution to encourage Michigan schools to offer entrepreneurial education as part of the K-12 curriculum.",818,"House Education",2012-07-18,"Referred To Committee On Education",https://legiscan.com/MI/bill/HR0301/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0301
432010,114,HR0302,1,Introduced,2012-07-18,"A resolution to urge the Governor to formulate a comprehensive plan for improved pipeline oversight in Michigan.","A resolution to urge the Governor to formulate a comprehensive plan for improved pipeline oversight in Michigan.",898,"House Energy And Technology",2012-07-18,"Referred To Committee On Energy And Technology",https://legiscan.com/MI/bill/HR0302/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0302
432011,114,HR0303,1,Introduced,2012-07-18,"A resolution to call on the House Standing Committee on Oversight, Reform, and Ethics to conduct an investigation, with public hearings in compliance with the Open Meetings Act, of any ethics misconduct, violations of House Rules, or misuse of state resources by members and staff in the candidate filings for the 76th House District.","A resolution to call on the House Standing Committee on Oversight, Reform, and Ethics to conduct an investigation, with public hearings in compliance with the Open Meetings Act, of any ethics misconduct, violations of House Rules, or misuse of state resources by members and staff in the candidate filings for the 76th House District.",0,,2012-09-12,"Adverse Roll Call",https://legiscan.com/MI/bill/HR0303/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0303
432012,114,HR0304,4,Passed,2012-09-19,"A resolution to recognize and honor all of the athletes from around the country who will represent the United States at the 2012 Summer Paralympic Games.","A resolution to recognize and honor all of the athletes from around the country who will represent the United States at the 2012 Summer Paralympic Games.",0,,2012-09-19,Adopted,https://legiscan.com/MI/bill/HR0304/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0304
432769,114,HR0305,4,Passed,2012-08-15,"A resolution to declare September 2012 as Life Insurance Awareness Month in the state of Michigan.","A resolution to declare September 2012 as Life Insurance Awareness Month in the state of Michigan.",0,,2012-08-15,Adopted,https://legiscan.com/MI/bill/HR0305/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0305
432773,114,HR0306,4,Passed,2012-08-15,"A resolution to declare September 16-22, 2012, as Teen Cancer Awareness Week in the state of Michigan.","A resolution to declare September 16-22, 2012, as Teen Cancer Awareness Week in the state of Michigan.",0,,2012-08-15,Adopted,https://legiscan.com/MI/bill/HR0306/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0306
432776,114,HR0307,4,Passed,2012-08-15,"A resolution to declare September 9, 2012, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.","A resolution to declare September 9, 2012, as Fetal Alcohol Spectrum Disorders Awareness Day in the state of Michigan.",0,,2012-08-15,Adopted,https://legiscan.com/MI/bill/HR0307/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0307
432796,114,HR0308,4,Passed,2012-09-12,"A resolution to declare September 11-17, 2012, as Patriot Week in the state of Michigan.","A resolution to declare September 11-17, 2012, as Patriot Week in the state of Michigan.",0,,2012-09-12,Adopted,https://legiscan.com/MI/bill/HR0308/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0308
432821,114,HR0309,1,Introduced,2012-08-15,"A resolution to call on the Kent County Prosecutor and Attorney General to immediately re-open the investigation into the election rigging scandal in the 76th House District.","A resolution to call on the Kent County Prosecutor and Attorney General to immediately re-open the investigation into the election rigging scandal in the 76th House District.",899,"House Government Operations",2012-08-15,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0309/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0309
433282,114,HR0310,1,Introduced,2012-09-12,"A resolution to memorialize the United States Congress to take all necessary steps and actions to rein in the Internal Revenue Service’s inappropriate interpretation of the Patient Protection and Affordable Care Act related to a federal health insurance exchange and taxation.","A resolution to memorialize the United States Congress to take all necessary steps and actions to rein in the Internal Revenue Service’s inappropriate interpretation of the Patient Protection and Affordable Care Act related to a federal health insurance exchange and taxation.",892,"House Health Policy",2012-09-12,"Referred To Committee On Health Policy",https://legiscan.com/MI/bill/HR0310/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0310
433280,114,HR0311,4,Passed,2012-12-04,"A resolution to express support for the Eaton Rapids School District and its plan for a Small School Nature Academy.","A resolution to express support for the Eaton Rapids School District and its plan for a Small School Nature Academy.",0,,2012-12-04,Adopted,https://legiscan.com/MI/bill/HR0311/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0311
433200,114,HR0312,4,Passed,2012-09-12,"A resolution to declare September 2012 as Recovery Month in the state of Michigan.","A resolution to declare September 2012 as Recovery Month in the state of Michigan.",0,,2012-09-12,Adopted,https://legiscan.com/MI/bill/HR0312/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0312
433198,114,HR0313,4,Passed,2012-09-12,"A resolution to declare September 10-14, 2012, as Home Education Week in the state of Michigan.","A resolution to declare September 10-14, 2012, as Home Education Week in the state of Michigan.",0,,2012-09-12,Adopted,https://legiscan.com/MI/bill/HR0313/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0313
433197,114,HR0314,4,Passed,2012-09-12,"A resolution to commemorate the 50th anniversary of the Michigan Braille Transcribing Fund.","A resolution to commemorate the 50th anniversary of the Michigan Braille Transcribing Fund.",0,,2012-09-12,Adopted,https://legiscan.com/MI/bill/HR0314/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0314
433279,114,HR0315,1,Introduced,2012-09-12,"A resolution to memorialize the Congress of the United States to enact a comprehensive federal farm bill before the current farm bill expires on September 30, 2012.","A resolution to memorialize the Congress of the United States to enact a comprehensive federal farm bill before the current farm bill expires on September 30, 2012.",808,"House Agriculture",2012-09-12,"Referred To Committee On Agriculture",https://legiscan.com/MI/bill/HR0315/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0315
433277,114,HR0316,1,Introduced,2012-09-12,"A resolution to call on Speaker James ""Jase"" Bolger to step aside pending completion of the one-person grand jury investigation into suspected crimes and offenses committed by him and others related to the election rigging scandal in the 76th House District.","A resolution to call on Speaker James ""Jase"" Bolger to step aside pending completion of the one-person grand jury investigation into suspected crimes and offenses committed by him and others related to the election rigging scandal in the 76th House District.",899,"House Government Operations",2012-09-12,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0316/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0316
433473,114,HR0317,4,Passed,2012-09-19,"A resolution to declare September 21, 2012, as Alzheimer's Action Day in the state of Michigan.","A resolution to declare September 21, 2012, as Alzheimer's Action Day in the state of Michigan.",0,,2012-09-19,Adopted,https://legiscan.com/MI/bill/HR0317/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0317
433467,114,HR0318,4,Passed,2012-09-19,"A resolution to declare September 2012 as Alzheimer's Month in the state of Michigan.","A resolution to declare September 2012 as Alzheimer's Month in the state of Michigan.",0,,2012-09-19,Adopted,https://legiscan.com/MI/bill/HR0318/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0318
433462,114,HR0319,4,Passed,2012-09-19,"A resolution to declare September 19, 2012, as Don't Text and Drive Day in the state of Michigan.","A resolution to declare September 19, 2012, as Don't Text and Drive Day in the state of Michigan.",0,,2012-09-19,Adopted,https://legiscan.com/MI/bill/HR0319/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0319
433458,114,HR0320,4,Passed,2012-09-19,"A resolution to declare September 21, 2012 as POW/MIA Recognition Day in the state of Michigan.","A resolution to declare September 21, 2012 as POW/MIA Recognition Day in the state of Michigan.",0,,2012-09-19,Adopted,https://legiscan.com/MI/bill/HR0320/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0320
433588,114,HR0321,4,Passed,2012-09-27,"A resolution to declare September 2012 as Childhood Cancer Awareness Month in the state of Michigan.","A resolution to declare September 2012 as Childhood Cancer Awareness Month in the state of Michigan.",0,,2012-09-27,Adopted,https://legiscan.com/MI/bill/HR0321/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0321
433589,114,HR0322,4,Passed,2012-09-27,"A resolution to declare September 2012 as Library Card Sign-up Month in the state of Michigan.","A resolution to declare September 2012 as Library Card Sign-up Month in the state of Michigan.",0,,2012-09-27,Adopted,https://legiscan.com/MI/bill/HR0322/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0322
433593,114,HR0323,4,Passed,2012-09-27,"A resolution to declare September 2012 as Ovarian Cancer Awareness Month in the state of Michigan.","A resolution to declare September 2012 as Ovarian Cancer Awareness Month in the state of Michigan.",0,,2012-09-27,Adopted,https://legiscan.com/MI/bill/HR0323/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0323
433595,114,HR0324,1,Introduced,2012-09-20,"A resolution to condemn the remarks of United States Representative Todd Akin, and comments like his, and the position of the national Republican party to diminish the severity of rape and marginalize its victims and survivors.","A resolution to condemn the remarks of United States Representative Todd Akin, and comments like his, and the position of the national Republican party to diminish the severity of rape and marginalize its victims and survivors.",899,"House Government Operations",2012-09-20,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HR0324/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0324
433749,114,HR0325,4,Passed,2012-09-27,"A resolution to memorialize the Congress of the United States to provide funding to the United States Army Corps of Engineers for dredging recreational harbors in Michigan, particularly Portage Lake Harbor located in Onekama, MI.","A resolution to memorialize the Congress of the United States to provide funding to the United States Army Corps of Engineers for dredging recreational harbors in Michigan, particularly Portage Lake Harbor located in Onekama, MI.",0,,2012-09-27,Adopted,https://legiscan.com/MI/bill/HR0325/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0325
433913,114,HR0326,4,Passed,2012-09-27,"A resolution to declare October 6, 2012, as Men's Health Awareness Day in the state of Michigan.","A resolution to declare October 6, 2012, as Men's Health Awareness Day in the state of Michigan.",0,,2012-09-27,Adopted,https://legiscan.com/MI/bill/HR0326/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0326
435661,114,HR0327,4,Passed,2012-11-08,"A resolution to declare October 15-19, 2012, as Credit Union Week in the state of Michigan.","A resolution to declare October 15-19, 2012, as Credit Union Week in the state of Michigan.",0,,2012-11-08,Adopted,https://legiscan.com/MI/bill/HR0327/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0327
435656,114,HR0328,4,Passed,2012-11-27,"A resolution to declare December 1, 2012, as AIDS Day in the state of Michigan.","A resolution to declare December 1, 2012, as AIDS Day in the state of Michigan.",0,,2012-11-27,Adopted,https://legiscan.com/MI/bill/HR0328/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0328
436610,114,HR0329,4,Passed,2012-11-28,"A resolution to declare November 2012 as COPD Awareness Month in the state of Michigan.","A resolution to declare November 2012 as COPD Awareness Month in the state of Michigan.",0,,2012-11-28,Adopted,https://legiscan.com/MI/bill/HR0329/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0329
436611,114,HR0330,4,Passed,2012-12-06,"A resolution to declare December 6, 2012, as Utility Workers Safety Awareness Day in the state of Michigan.","A resolution to declare December 6, 2012, as Utility Workers Safety Awareness Day in the state of Michigan.",0,,2012-12-06,Adopted,https://legiscan.com/MI/bill/HR0330/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0330
436613,114,HR0331,4,Passed,2012-11-28,"A resolution to declare November 2012 as Adoption Awareness Month in the state of Michigan.","A resolution to declare November 2012 as Adoption Awareness Month in the state of Michigan.",0,,2012-11-28,Adopted,https://legiscan.com/MI/bill/HR0331/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0331
436615,114,HR0332,4,Passed,2012-11-28,"A resolution to declare November 15, 2012, as Great American Smoke-Out Day in the state of Michigan.","A resolution to declare November 15, 2012, as Great American Smoke-Out Day in the state of Michigan.",0,,2012-11-28,Adopted,https://legiscan.com/MI/bill/HR0332/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0332
436616,114,HR0333,4,Passed,2012-11-28,"A resolution to declare November 14, 2012, as Chronic Obstructive Pulmonary Disease Awareness Day in the state of Michigan.","A resolution to declare November 14, 2012, as Chronic Obstructive Pulmonary Disease Awareness Day in the state of Michigan.",0,,2012-11-28,Adopted,https://legiscan.com/MI/bill/HR0333/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0333
436565,114,HR0334,1,Introduced,2012-11-28,"A resolution to memorialize the Congress of the United States to end the federal grants that support presidential nominating conventions.","A resolution to memorialize the Congress of the United States to end the federal grants that support presidential nominating conventions.",1720,"House Redistricting And Elections",2012-11-28,"Referred To Committee On Redistricting And Elections",https://legiscan.com/MI/bill/HR0334/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0334
436629,114,HR0335,4,Passed,2012-11-29,"A resolution to declare November 2012 as Pancreatic Cancer Awareness Month in the state of Michigan.","A resolution to declare November 2012 as Pancreatic Cancer Awareness Month in the state of Michigan.",0,,2012-11-29,Adopted,https://legiscan.com/MI/bill/HR0335/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0335
437045,114,HR0336,4,Passed,2012-12-12,"A resolution of tribute for the Honorable David Agema.","A resolution of tribute for the Honorable David Agema.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0336/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0336
437046,114,HR0337,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Joan Bauer.","A resolution of tribute for the Honorable Joan Bauer.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0337/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0337
437047,114,HR0338,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Timothy Bledsoe.","A resolution of tribute for the Honorable Timothy Bledsoe.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0338/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0338
437048,114,HR0339,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Lisa Brown.","A resolution of tribute for the Honorable Lisa Brown.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0339/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0339
437049,114,HR0340,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Barb Byrum.","A resolution of tribute for the Honorable Barb Byrum.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0340/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0340
437050,114,HR0341,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Bob Constan.","A resolution of tribute for the Honorable Bob Constan.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0341/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0341
437051,114,HR0342,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Kurt Damrow.","A resolution of tribute for the Honorable Kurt Damrow.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0342/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0342
437052,114,HR0343,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Judson Gilbert II.","A resolution of tribute for the Honorable Judson Gilbert II.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0343/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0343
437053,114,HR0344,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Richard Hammel.","A resolution of tribute for the Honorable Richard Hammel.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0344/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0344
437054,114,HR0345,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Ken Horn.","A resolution of tribute for the Honorable Ken Horn.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0345/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0345
437055,114,HR0346,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Lisa Howze.","A resolution of tribute for the Honorable Lisa Howze.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0346/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0346
437056,114,HR0347,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Holly Hughes.","A resolution of tribute for the Honorable Holly Hughes.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0347/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0347
437057,114,HR0348,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Matt Huuki.","A resolution of tribute for the Honorable Matt Huuki.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0348/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0348
437058,114,HR0349,4,Passed,2012-12-12,"A resolution of tribute for the Honorable Shanelle Jackson.","A resolution of tribute for the Honorable Shanelle Jackson.",0,,2012-12-12,Adopted,https://legiscan.com/MI/bill/HR0349/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0349
437115,114,HR0350,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Martin ""Marty"" Knollenberg.","A resolution of tribute for the Honorable Martin ""Marty"" Knollenberg.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0350/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0350
437114,114,HR0351,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Richard LeBlanc.","A resolution of tribute for the Honorable Richard LeBlanc.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0351/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0351
437113,114,HR0352,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Steven Lindberg.","A resolution of tribute for the Honorable Steven Lindberg.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0352/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0352
437112,114,HR0353,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Lesia Liss.","A resolution of tribute for the Honorable Lesia Liss.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0353/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0353
437110,114,HR0354,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Mark Meadows.","A resolution of tribute for the Honorable Mark Meadows.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0354/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0354
437109,114,HR0355,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Charles ""Chuck"" Moss.","A resolution of tribute for the Honorable Charles ""Chuck"" Moss.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0355/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0355
437108,114,HR0356,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Rick Olson.","A resolution of tribute for the Honorable Rick Olson.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0356/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0356
437107,114,HR0357,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Paul E. Opsommer.","A resolution of tribute for the Honorable Paul E. Opsommer.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0357/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0357
437105,114,HR0358,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Mark Ouimet.","A resolution of tribute for the Honorable Mark Ouimet.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0358/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0358
437104,114,HR0359,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Roy Schmidt.","A resolution of tribute for the Honorable Roy Schmidt.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0359/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0359
437103,114,HR0360,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Deb Lynn Shaughnessy","A resolution of tribute for the Honorable Deb Lynn Shaughnessy",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0360/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0360
437101,114,HR0361,4,Passed,2012-12-13,"A resolution of tribute for the Honorable Maureen Stapleton.","A resolution of tribute for the Honorable Maureen Stapleton.",0,,2012-12-13,Adopted,https://legiscan.com/MI/bill/HR0361/2011,http://legislature.mi.gov/doc.aspx?2012-HR-0361
