bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
86852,36,HB4001,1,Introduced,2009-01-22,"Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).","Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).",825,"House Tax Policy",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4001/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4001
90294,36,HB6022,1,Introduced,2010-03-25,"Occupations; lobbyists; lobbyist political contribution; restrict delivery. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 11a. TIE BAR WITH: HB 4382'09","Occupations; lobbyists; lobbyist political contribution; restrict delivery. Amends 1978 PA 472 (MCL 4.411 - 4.431) by adding sec. 11a. TIE BAR WITH: HB 4382'09",831,"Senate Campaign & Election Oversight",2010-11-03,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6022/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6022
90295,36,HB6023,1,Introduced,2010-03-25,"Campaign finance; campaign practices; ban on acceptance of honoraria by legislators; expand to include statewide elective offices. Amends sec. 50 of 1976 PA 388 (MCL 169.250).","Campaign finance; campaign practices; ban on acceptance of honoraria by legislators; expand to include statewide elective offices. Amends sec. 50 of 1976 PA 388 (MCL 169.250).",831,"Senate Campaign & Election Oversight",2010-09-29,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6023/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6023
90296,36,HB6024,1,Introduced,2010-03-25,"Retirement; public school employees; criteria for final average compensation for public school employees' pensions; clarify. Amends sec. 3a of 1980 PA 300 (MCL 38.1303a).","Retirement; public school employees; criteria for final average compensation for public school employees' pensions; clarify. Amends sec. 3a of 1980 PA 300 (MCL 38.1303a).",818,"House Education",2010-04-13,"Printed Bill Filed 03/26/2010",https://legiscan.com/MI/bill/HB6024/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6024
90297,36,HB6025,1,Introduced,2010-03-25,"Income tax; rate; general amendments; provide for. Amends secs. 30, 51 & 272 of 1967 PA 281 (MCL 206.30 et seq.).","Income tax; rate; general amendments; provide for. Amends secs. 30, 51 & 272 of 1967 PA 281 (MCL 206.30 et seq.).",825,"House Tax Policy",2010-04-13,"Printed Bill Filed 03/26/2010",https://legiscan.com/MI/bill/HB6025/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6025
90298,36,HB6026,4,Passed,2010-12-29,"Crimes; controlled substances; obtaining controlled substance or prescription for controlled substance from health care provider through fraud; prohibit, and provide penalties. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7403a.","Crimes; controlled substances; obtaining controlled substance or prescription for controlled substance from health care provider through fraud; prohibit, and provide penalties. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7403a.",0,,2010-12-29,"Assigned Pa 354'10 With Immediate Effect",https://legiscan.com/MI/bill/HB6026/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6026
90299,36,HB6027,4,Passed,2010-12-29,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of obtaining a controlled substance or a prescription for a controlled substance from a health care provider through fraud; enact. Amends sec. 13m, ch. XVII of 1927 PA 175 (MCL 777.13m). TIE BAR WITH: HB 6026'10","Criminal procedure; sentencing guidelines; sentencing guidelines for crime of obtaining a controlled substance or a prescription for a controlled substance from a health care provider through fraud; enact. Amends sec. 13m, ch. XVII of 1927 PA 175 (MCL 777.13m). TIE BAR WITH: HB 6026'10",0,,2010-12-29,"Assigned Pa 355'10 With Immediate Effect",https://legiscan.com/MI/bill/HB6027/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6027
90300,36,HB6028,1,Introduced,2010-04-13,"Education; school districts; bicameral committee to oversee financial managers for school districts; create. Amends 1990 PA 72 (MCL 141.1201 - 141.1291) by adding sec. 45.","Education; school districts; bicameral committee to oversee financial managers for school districts; create. Amends 1990 PA 72 (MCL 141.1201 - 141.1291) by adding sec. 45.",818,"House Education",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6028/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6028
90301,36,HB6029,1,Introduced,2010-04-13,"School aid; fiscal year appropriations; 2-year K-12 budget including guarantees of certain level of funding; implement. Amends secs. 11 & 11a of 1979 PA 94 (MCL 388.1611 & 388.1611a).","School aid; fiscal year appropriations; 2-year K-12 budget including guarantees of certain level of funding; implement. Amends secs. 11 & 11a of 1979 PA 94 (MCL 388.1611 & 388.1611a).",889,"House Appropriations",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6029/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6029
90302,36,HB6030,1,Introduced,2010-04-13,"Elections; absent voters; absent voter counting board; revise procedure. Amends secs. 569a, 671 & 792a of 1954 PA 116 (MCL 168.569a et seq.).","Elections; absent voters; absent voter counting board; revise procedure. Amends secs. 569a, 671 & 792a of 1954 PA 116 (MCL 168.569a et seq.).",831,"Senate Campaign & Election Oversight",2010-06-01,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6030/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6030
90303,36,HB6031,1,Introduced,2010-04-13,"Elections; canvassing; reference in general law village act to board of village canvassers and board of township canvassers; revise to board of county canvassers. Amends sec. 18a, ch. XIV of 1895 PA 3 (MCL 74.18a). TIE BAR WITH: HB 6033'10","Elections; canvassing; reference in general law village act to board of village canvassers and board of township canvassers; revise to board of county canvassers. Amends sec. 18a, ch. XIV of 1895 PA 3 (MCL 74.18a). TIE BAR WITH: HB 6033'10",831,"Senate Campaign & Election Oversight",2010-05-12,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6031/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6031
90304,36,HB6032,1,Introduced,2010-04-13,"Elections; canvassing; reference in community college act of 1966 to board of city or township canvassers; eliminate. Amends secs. 21, 37 & 57 of 1966 PA 331 (MCL 389.21 et seq.). TIE BAR WITH: HB 6033'10","Elections; canvassing; reference in community college act of 1966 to board of city or township canvassers; eliminate. Amends secs. 21, 37 & 57 of 1966 PA 331 (MCL 389.21 et seq.). TIE BAR WITH: HB 6033'10",831,"Senate Campaign & Election Oversight",2010-05-12,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6032/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6032
90305,36,HB6033,1,Introduced,2010-04-13,"Elections; canvassing; elimination of local boards of canvassers and amendment of process to balance precinct results; provide for. Amends secs. 24a, 30g, 307, 308, 323, 347, 355, 360, 426c, 426f, 426l, 792, 806, 809, 822, 823, 826, 866, 867 & 868 of 1954 PA 116 (MCL 168.24a et seq.) & repeals secs. 30a to 30e of 1954 PA 116 (MCL 168.30a - 168.30e). TIE BAR WITH: HB 6031'10, HB 6032'10","Elections; canvassing; elimination of local boards of canvassers and amendment of process to balance precinct results; provide for. Amends secs. 24a, 30g, 307, 308, 323, 347, 355, 360, 426c, 426f, 426l, 792, 806, 809, 822, 823, 826, 866, 867 & 868 of 1954 PA 116 (MCL 168.24a et seq.) & repeals secs. 30a to 30e of 1954 PA 116 (MCL 168.30a - 168.30e). TIE BAR WITH: HB 6031'10, HB 6032'10",831,"Senate Campaign & Election Oversight",2010-05-12,"Referred To Committee On Campaign And Election Oversight",https://legiscan.com/MI/bill/HB6033/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6033
90306,36,HB6034,1,Introduced,2010-04-13,"Insurance; health care corporations; individual health coverage; regulate. Amends secs. 401e, 402b, 608, 609, 610, 612 & 613 of 1980 PA 350 (MCL 550.1401e et seq.) & adds secs. 220, 409b & 419c. TIE BAR WITH: HB 6035'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10","Insurance; health care corporations; individual health coverage; regulate. Amends secs. 401e, 402b, 608, 609, 610, 612 & 613 of 1980 PA 350 (MCL 550.1401e et seq.) & adds secs. 220, 409b & 419c. TIE BAR WITH: HB 6035'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10",892,"House Health Policy",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6034/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6034
90307,36,HB6035,1,Introduced,2010-04-13,"Insurance; health; individual health coverage; regulate. Amends sec. 3539 of 1956 PA 218 (MCL 500.3539) & adds ch. 37A. TIE BAR WITH: HB 6034'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10","Insurance; health; individual health coverage; regulate. Amends sec. 3539 of 1956 PA 218 (MCL 500.3539) & adds ch. 37A. TIE BAR WITH: HB 6034'10, HB 6036'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10",0,,2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6035/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6035
90308,36,HB6036,1,Introduced,2010-04-13,"Insurance; health; continuation of dependent care coverage and no rescission for failure to complete medical underwriting and guaranteed renewal without underwriting of health in small group; provide for, and provide for general amendments. Amends secs. 2213b, 3406f & 3711 of 1956 PA 218 (MCL 500.2213b et seq.) & adds secs. 2264b & 3710. TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10","Insurance; health; continuation of dependent care coverage and no rescission for failure to complete medical underwriting and guaranteed renewal without underwriting of health in small group; provide for, and provide for general amendments. Amends secs. 2213b, 3406f & 3711 of 1956 PA 218 (MCL 500.2213b et seq.) & adds secs. 2264b & 3710. TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6037'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10",892,"House Health Policy",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6036/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6036
90309,36,HB6037,1,Introduced,2010-04-13,"Insurance; health; individual health coverage; require guaranteed issue health plans. Amends secs. 3501, 3503, 3519 & 3537 of 1956 PA 218 (MCL 500.3501 et seq.) & adds sec. 3406s & ch. 37B. TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6036'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10","Insurance; health; individual health coverage; require guaranteed issue health plans. Amends secs. 3501, 3503, 3519 & 3537 of 1956 PA 218 (MCL 500.3501 et seq.) & adds sec. 3406s & ch. 37B. TIE BAR WITH: HB 6034'10, HB 6035'10, HB 6036'10, SB 1242'10, SB 1243'10, SB 1244'10, SB 1245'10",892,"House Health Policy",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6037/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6037
90310,36,HB6038,4,Passed,2010-10-06,"Crimes; controlled substances; designation of certain substances as schedule 1 controlled substances; provide for. Amends secs. 7212 & 7218 of 1978 PA 368 (MCL 333.7212 & 333.7218). TIE BAR WITH: HB 6226'10","Crimes; controlled substances; designation of certain substances as schedule 1 controlled substances; provide for. Amends secs. 7212 & 7218 of 1978 PA 368 (MCL 333.7212 & 333.7218). TIE BAR WITH: HB 6226'10",0,,2010-10-06,"Assigned Pa 171'10 With Immediate Effect",https://legiscan.com/MI/bill/HB6038/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6038
90311,36,HB6039,1,Introduced,2010-04-13,"Labor; public service labor disputes; requirement for continuation of expired contract terms during period of negotiation with organized labor unions; clarify. Amends sec. 13 of 1969 PA 312 (MCL 423.243).","Labor; public service labor disputes; requirement for continuation of expired contract terms during period of negotiation with organized labor unions; clarify. Amends sec. 13 of 1969 PA 312 (MCL 423.243).",891,"House Labor",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6039/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6039
90312,36,HB6040,1,Introduced,2010-04-13,"Agriculture; products; farm-to-school grant program; create. Creates new act.","Agriculture; products; farm-to-school grant program; create. Creates new act.",808,"House Agriculture",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6040/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6040
90313,36,HB6041,1,Introduced,2010-04-13,"Agriculture; products; establish program to encourage the purchase by public entities of agricultural products from local farmers; provide for. Creates new act.","Agriculture; products; establish program to encourage the purchase by public entities of agricultural products from local farmers; provide for. Creates new act.",808,"House Agriculture",2010-04-14,"Printed Bill Filed 04/14/2010",https://legiscan.com/MI/bill/HB6041/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6041
90314,36,HB6042,1,Introduced,2010-04-13,"Animals; other; euthanizing dogs and cats by class B dealers registered with the department of agriculture; require use of certain commercially prepared solution. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7333b.","Animals; other; euthanizing dogs and cats by class B dealers registered with the department of agriculture; require use of certain commercially prepared solution. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 7333b.",897,"Senate Agriculture And Bioeconomy",2010-09-23,"Referred To Committee On Agriculture And Bioeconomy",https://legiscan.com/MI/bill/HB6042/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6042
90315,36,HB6043,1,Introduced,2010-04-13,"Animals; other; euthanizing dogs and cats at animal control shelters and animal protection shelters; require use of certain commercially prepared solution. Amends 1969 PA 287 (MCL 287.331 - 287.340) by adding sec. 8b.","Animals; other; euthanizing dogs and cats at animal control shelters and animal protection shelters; require use of certain commercially prepared solution. Amends 1969 PA 287 (MCL 287.331 - 287.340) by adding sec. 8b.",897,"Senate Agriculture And Bioeconomy",2010-09-23,"Referred To Committee On Agriculture And Bioeconomy",https://legiscan.com/MI/bill/HB6043/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6043
90316,36,HB6044,1,Introduced,2010-04-13,"Michigan business tax; credit; brownfield credit sunset; extend. Amends sec. 437 of 2007 PA 36 (MCL 208.1437).","Michigan business tax; credit; brownfield credit sunset; extend. Amends sec. 437 of 2007 PA 36 (MCL 208.1437).",837,"Senate Finance",2010-04-29,"Referred To Committee On Finance",https://legiscan.com/MI/bill/HB6044/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6044
90317,36,HB6045,1,Introduced,2010-04-15,"State financing and management; bonds; bond limitation allocation act; provide for. Creates new act.","State financing and management; bonds; bond limitation allocation act; provide for. Creates new act.",829,"Senate Appropriations",2010-05-04,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB6045/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6045
90318,36,HB6046,1,Introduced,2010-04-15,"Mental health; other; definition of person requiring treatment; modify. Amends sec. 401 of 1974 PA 258 (MCL 330.1401).","Mental health; other; definition of person requiring treatment; modify. Amends sec. 401 of 1974 PA 258 (MCL 330.1401).",892,"House Health Policy",2010-04-20,"Printed Bill Filed 04/16/2010",https://legiscan.com/MI/bill/HB6046/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6046
90319,36,HB6047,1,Introduced,2010-04-15,"Health facilities; nursing homes; penalties for nursing home employee or administrator who provides fraudulent information to surveyors inspecting the home; provide for. Amends sec. 21799c of 1978 PA 368 (MCL 333.21799c).","Health facilities; nursing homes; penalties for nursing home employee or administrator who provides fraudulent information to surveyors inspecting the home; provide for. Amends sec. 21799c of 1978 PA 368 (MCL 333.21799c).",893,"House Senior Health, Security, And Retirement",2010-04-21,"Reassign To Committee On Senior Health, Security, And Retirement 04/21/2010",https://legiscan.com/MI/bill/HB6047/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6047
90320,36,HB6048,1,Introduced,2010-04-20,"Weapons; licensing; concealed weapons licensing boards; eliminate and transfer powers. Amends secs. 2a, 4, 5, 5a, 5b, 5c, 5d, 5e, 5f, 5j, 5k, 5l, 5m, 5o, 6a & 8 of 1927 PA 372 (MCL 28.422a et seq.) & adds sec. 5x.","Weapons; licensing; concealed weapons licensing boards; eliminate and transfer powers. Amends secs. 2a, 4, 5, 5a, 5b, 5c, 5d, 5e, 5f, 5j, 5k, 5l, 5m, 5o, 6a & 8 of 1927 PA 372 (MCL 28.422a et seq.) & adds sec. 5x.",826,"House Tourism, Outdoor Recreation And Natural Resources",2010-04-21,"Printed Bill Filed 04/21/2010",https://legiscan.com/MI/bill/HB6048/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6048
90321,36,HB6049,1,Introduced,2010-04-20,"Appropriations; other; appropriation of public funds to a professional sports team; prohibit if home sporting event is blacked out in the previous fiscal year. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 399.","Appropriations; other; appropriation of public funds to a professional sports team; prohibit if home sporting event is blacked out in the previous fiscal year. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 399.",889,"House Appropriations",2010-04-21,"Printed Bill Filed 04/21/2010",https://legiscan.com/MI/bill/HB6049/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6049
90322,36,HB6050,1,Introduced,2010-04-20,"Water; conservation; residential water supplies; prohibit taxes or fees on withdrawal of water for residential purposes. Amends sec. 32729 of 1994 PA 451 (MCL 324.32729).","Water; conservation; residential water supplies; prohibit taxes or fees on withdrawal of water for residential purposes. Amends sec. 32729 of 1994 PA 451 (MCL 324.32729).",820,"House Great Lakes And Environment",2010-04-21,"Printed Bill Filed 04/21/2010",https://legiscan.com/MI/bill/HB6050/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6050
90323,36,HB6051,1,Introduced,2010-04-20,"Economic development; other; center for microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 7A.","Economic development; other; center for microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding ch. 7A.",832,"Senate Commerce & Tourism",2010-05-13,"Referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/HB6051/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6051
90324,36,HB6052,1,Introduced,2010-04-20,"Economic development; other; microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding secs. 79c, 79d & 79e. TIE BAR WITH: HB 6051'10","Economic development; other; microenterprise development; create. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding secs. 79c, 79d & 79e. TIE BAR WITH: HB 6051'10",832,"Senate Commerce & Tourism",2010-05-13,"Referred To Committee On Commerce And Tourism",https://legiscan.com/MI/bill/HB6052/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6052
90325,36,HB6053,4,Passed,2010-12-29,"Weapons; other; content requirements for self-defense spray or foam device; revise. Amends sec. 224d of 1931 PA 328 (MCL 750.224d).","Weapons; other; content requirements for self-defense spray or foam device; revise. Amends sec. 224d of 1931 PA 328 (MCL 750.224d).",0,,2010-12-29,"Assigned Pa 365'10 With Immediate Effect",https://legiscan.com/MI/bill/HB6053/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6053
90326,36,HB6054,1,Introduced,2010-04-20,"Vehicles; registration; 6-month registration for vehicles; allow. Amends sec. 801i of 1949 PA 300 (MCL 257.801i).","Vehicles; registration; 6-month registration for vehicles; allow. Amends sec. 801i of 1949 PA 300 (MCL 257.801i).",827,"House Transportation",2010-04-21,"Printed Bill Filed 04/21/2010",https://legiscan.com/MI/bill/HB6054/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6054
90327,36,HB6055,1,Introduced,2010-04-20,"Campaign finance; contributions and expenditures; corporate independent expenditures; require disclosure to and approval by shareholders. Amends sec. 54 of 1976 PA 388 (MCL 169.254).","Campaign finance; contributions and expenditures; corporate independent expenditures; require disclosure to and approval by shareholders. Amends sec. 54 of 1976 PA 388 (MCL 169.254).",890,"House Ethics And Elections",2010-04-21,"Printed Bill Filed 04/21/2010",https://legiscan.com/MI/bill/HB6055/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6055
90328,36,HB6056,1,Introduced,2010-04-21,"Occupations; real estate; requirement for real estate firms to disclose all offers on foreclosed bank owned properties; provide for. Amends sec. 2512 of 1980 PA 299 (MCL 339.2512) & adds sec. 2516.","Occupations; real estate; requirement for real estate firms to disclose all offers on foreclosed bank owned properties; provide for. Amends sec. 2512 of 1980 PA 299 (MCL 339.2512) & adds sec. 2516.",895,"House Regulatory Reform",2010-04-22,"Printed Bill Filed 04/22/2010",https://legiscan.com/MI/bill/HB6056/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6056
90329,36,HB6057,1,Introduced,2010-04-21,"Vehicles; driver training; driver education curriculum; require to include dangers of operating a vehicle while sending a message on an electronic wireless device. Amends sec. 37 of 2006 PA 384 (MCL 256.657).","Vehicles; driver training; driver education curriculum; require to include dangers of operating a vehicle while sending a message on an electronic wireless device. Amends sec. 37 of 2006 PA 384 (MCL 256.657).",827,"House Transportation",2010-04-22,"Printed Bill Filed 04/22/2010",https://legiscan.com/MI/bill/HB6057/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6057
90330,36,HB6058,1,Introduced,2010-04-22,"Elections; other; candidates for county, township, or judicial offices withdrawing if certified as a nominee at a state party convention for a statewide office; allow. Amends secs. 198, 229, 259, 409d, 409e, 415, 416, 435, 436, 467e & 467f of 1954 PA 116 (MCL 168.198 et seq.) & adds secs. 357a & 357b.","Elections; other; candidates for county, township, or judicial offices withdrawing if certified as a nominee at a state party convention for a statewide office; allow. Amends secs. 198, 229, 259, 409d, 409e, 415, 416, 435, 436, 467e & 467f of 1954 PA 116 (MCL 168.198 et seq.) & adds secs. 357a & 357b.",890,"House Ethics And Elections",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6058/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6058
90331,36,HB6059,1,Introduced,2010-04-22,"Environmental protection; air pollution; residential burn barrel ban; prohibit department of environmental quality from adopting rules. Amends sec. 5512 of 1994 PA 451 (MCL 324.5512).","Environmental protection; air pollution; residential burn barrel ban; prohibit department of environmental quality from adopting rules. Amends sec. 5512 of 1994 PA 451 (MCL 324.5512).",820,"House Great Lakes And Environment",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6059/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6059
90332,36,HB6060,1,Introduced,2010-04-22,"Occupations; junk and secondhand dealers; reference to salvage vehicle agent; eliminate. Amends sec. 3 of 1917 PA 350 (MCL 445.403). TIE BAR WITH: HB 6061'10","Occupations; junk and secondhand dealers; reference to salvage vehicle agent; eliminate. Amends sec. 3 of 1917 PA 350 (MCL 445.403). TIE BAR WITH: HB 6061'10",895,"House Regulatory Reform",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6060/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6060
90333,36,HB6061,1,Introduced,2010-04-22,"Occupations; other; modification of persons eligible to buy salvage vehicles; provide for. Amends secs. 17a, 57d, 217c, 248, 248c, 248f, 249a, 251 & 807 of 1949 PA 300 (MCL 257.17a et seq.) & repeals secs. 56c, 248b, 248e, 248g, 248h & 248i of 1949 PA 300 (MCL 257.56c et seq.). TIE BAR WITH: HB 6060'10","Occupations; other; modification of persons eligible to buy salvage vehicles; provide for. Amends secs. 17a, 57d, 217c, 248, 248c, 248f, 249a, 251 & 807 of 1949 PA 300 (MCL 257.17a et seq.) & repeals secs. 56c, 248b, 248e, 248g, 248h & 248i of 1949 PA 300 (MCL 257.56c et seq.). TIE BAR WITH: HB 6060'10",895,"House Regulatory Reform",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6061/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6061
90334,36,HB6062,1,Introduced,2010-04-22,"Torts; liability; liability of volunteer drivers of seniors and disabled individuals; provide immunity. Creates new act.","Torts; liability; liability of volunteer drivers of seniors and disabled individuals; provide immunity. Creates new act.",821,"House Judiciary",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6062/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6062
90335,36,HB6063,1,Introduced,2010-04-22,"Energy; conservation; electric energy efficiency standard; increase to 1.25% savings in 2013. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; electric energy efficiency standard; increase to 1.25% savings in 2013. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6063/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6063
90336,36,HB6064,1,Introduced,2010-04-22,"Energy; conservation; electric energy efficiency standard; increase to 1.50% savings in 2014. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; electric energy efficiency standard; increase to 1.50% savings in 2014. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6064/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6064
90337,36,HB6065,1,Introduced,2010-04-22,"Energy; conservation; electric energy efficiency standard; increase to 1.75% savings in 2015. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; electric energy efficiency standard; increase to 1.75% savings in 2015. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6065/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6065
90338,36,HB6066,1,Introduced,2010-04-22,"Energy; conservation; electricity efficiency standard; increase to 2.00% savings in 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; electricity efficiency standard; increase to 2.00% savings in 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6066/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6066
90339,36,HB6067,1,Introduced,2010-04-22,"Energy; conservation; natural gas energy efficiency standard; increase to 1.00% savings in 2013 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; natural gas energy efficiency standard; increase to 1.00% savings in 2013 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6067/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6067
90340,36,HB6068,1,Introduced,2010-04-22,"Energy; conservation; natural gas energy efficiency standard; increase to 1.25% savings in 2014 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).","Energy; conservation; natural gas energy efficiency standard; increase to 1.25% savings in 2014 and increase electricity to 2.00% by 2016. Amends sec. 77 of 2008 PA 295 (MCL 460.1077).",898,"House Energy And Technology",2010-04-27,"Printed Bill Filed 04/23/2010",https://legiscan.com/MI/bill/HB6068/2009,http://legislature.mi.gov/doc.aspx?2010-HB-6068
