bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
681723,1135,HB4001,4,Passed,2016-12-31,"Labor; hours and wages; prevailing wage; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).","Labor; hours and wages; prevailing wage; eliminate. Repeals 1965 PA 166 (MCL 408.551 - 408.558).",0,,2016-12-31,"Reported With Recommendation Without Amendment",https://legiscan.com/MI/bill/HB4001/2015,http://legislature.mi.gov/doc.aspx?2015-HB-4001
883693,1135,HB5781,1,Introduced,2016-07-13,"Criminal procedure; sentencing guidelines; sentencing guidelines for certain reported animal abuse or neglect penalties; enact. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b). TIE BAR WITH: HB 5779'16, HB 5780'16","Criminal procedure; sentencing guidelines; sentencing guidelines for certain reported animal abuse or neglect penalties; enact. Amends sec. 16b, ch. XVII of 1927 PA 175 (MCL 777.16b). TIE BAR WITH: HB 5779'16, HB 5780'16",0,,2016-08-03,"Bill Electronically Reproduced 07/13/2016",https://legiscan.com/MI/bill/HB5781/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5781
883703,1135,HB5782,4,Passed,2016-12-31,"Mental health; code; medical information sharing in certain cases; require. Amends sec. 748 of 1974 PA 258 (MCL 330.1748).","Mental health; code; medical information sharing in certain cases; require. Amends sec. 748 of 1974 PA 258 (MCL 330.1748).",0,,2016-12-31,"Assigned Pa 559'16",https://legiscan.com/MI/bill/HB5782/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5782
883708,1135,HB5783,1,Introduced,2016-07-13,"Health; occupations; licensing of genetic counselors; require. Amends secs. 17001 & 17021 of 1978 PA 368 (MCL 333.17001 & 333.17021) & adds secs. 16326, 17091, 17092, 17093, 17094, 17095 & 17096.","Health; occupations; licensing of genetic counselors; require. Amends secs. 17001 & 17021 of 1978 PA 368 (MCL 333.17001 & 333.17021) & adds secs. 16326, 17091, 17092, 17093, 17094, 17095 & 17096.",0,,2016-11-10,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5783/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5783
883684,1135,HB5784,1,Introduced,2016-07-13,"Fireworks; use; sale and use of consumer fireworks in densely populated areas; prohibit unless a local unit of government allows by ordinance. Amends sec. 7 of 2011 PA 256 (MCL 28.457).","Fireworks; use; sale and use of consumer fireworks in densely populated areas; prohibit unless a local unit of government allows by ordinance. Amends sec. 7 of 2011 PA 256 (MCL 28.457).",0,,2016-08-03,"Bill Electronically Reproduced 07/13/2016",https://legiscan.com/MI/bill/HB5784/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5784
883700,1135,HB5785,1,Introduced,2016-07-13,"Liquor; drinking age; obtaining court order before nonconsensual preliminary chemical breath testing of a minor; require. Amends sec. 703 of 1998 PA 58 (MCL 436.1703).","Liquor; drinking age; obtaining court order before nonconsensual preliminary chemical breath testing of a minor; require. Amends sec. 703 of 1998 PA 58 (MCL 436.1703).",0,,2016-08-03,"Bill Electronically Reproduced 07/13/2016",https://legiscan.com/MI/bill/HB5785/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5785
883701,1135,HB5786,1,Introduced,2016-07-13,"Individual income tax; credit; angel investment tax credit; revise and recreate. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 278a.","Individual income tax; credit; angel investment tax credit; revise and recreate. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 278a.",0,,2016-09-14,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5786/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5786
883692,1135,HB5787,1,Introduced,2016-07-13,"Economic development; Michigan strategic fund; certification and approval of angel investment tax credits; authorize. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 16. TIE BAR WITH: HB 5786'16","Economic development; Michigan strategic fund; certification and approval of angel investment tax credits; authorize. Amends 1984 PA 270 (MCL 125.2001 - 125.2094) by adding sec. 16. TIE BAR WITH: HB 5786'16",0,,2016-09-14,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5787/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5787
883683,1135,HB5788,1,Introduced,2016-07-13,"Labor; hours and wages; parental leave time provided for participation in school activities; establish. Creates new act.","Labor; hours and wages; parental leave time provided for participation in school activities; establish. Creates new act.",0,,2016-08-03,"Bill Electronically Reproduced 07/13/2016",https://legiscan.com/MI/bill/HB5788/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5788
883687,1135,HB5789,1,Introduced,2016-07-13,"Public employees and officers; duties; attorney case-tracking; require by department of attorney general. Amends title of 1919 PA 232 (MCL 14.101 - 14.102) & adds sec. 3.","Public employees and officers; duties; attorney case-tracking; require by department of attorney general. Amends title of 1919 PA 232 (MCL 14.101 - 14.102) & adds sec. 3.",0,,2016-08-03,"Bill Electronically Reproduced 07/13/2016",https://legiscan.com/MI/bill/HB5789/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5789
884384,1135,HB5790,1,Introduced,2016-08-03,"Law enforcement; peace officers; definition of peace officer in the carrying and administering opioid antagonists act; expand to include corrections officers. Amends sec. 1 of 2014 PA 462 (MCL 28.541).","Law enforcement; peace officers; definition of peace officer in the carrying and administering opioid antagonists act; expand to include corrections officers. Amends sec. 1 of 2014 PA 462 (MCL 28.541).",0,,2016-12-13,"Referred To Committee Of The Whole",https://legiscan.com/MI/bill/HB5790/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5790
884375,1135,HB5791,1,Introduced,2016-08-03,"Traffic control; driver license; suspension of license for certain violations; prohibit additional period of suspension under certain circumstances. Amends sec. 904 of 1949 PA 300 (MCL 257.904).","Traffic control; driver license; suspension of license for certain violations; prohibit additional period of suspension under certain circumstances. Amends sec. 904 of 1949 PA 300 (MCL 257.904).",842,"Senate Judiciary",2016-12-13,"Referred To Committee On Judiciary",https://legiscan.com/MI/bill/HB5791/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5791
884362,1135,HB5792,1,Introduced,2016-08-03,"Environmental protection; permits; minimum term of permit for treatment of aquatic invasive species; reduce. Amends sec. 3309 of 1994 PA 451 (MCL 324.3309).","Environmental protection; permits; minimum term of permit for treatment of aquatic invasive species; reduce. Amends sec. 3309 of 1994 PA 451 (MCL 324.3309).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5792/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5792
884378,1135,HB5793,1,Introduced,2016-08-03,"Housing; landlord and tenants; adjustments to rent; provide for notice. Amends sec. 34 of 1846 RS 66 (MCL 554.134).","Housing; landlord and tenants; adjustments to rent; provide for notice. Amends sec. 34 of 1846 RS 66 (MCL 554.134).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5793/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5793
884383,1135,HB5794,1,Introduced,2016-08-03,"Law enforcement; training; law enforcement officer training in identifying and handling individuals with post-traumatic stress disorder; require for certification. Amends sec. 9 of 1965 PA 203 (MCL 28.609).","Law enforcement; training; law enforcement officer training in identifying and handling individuals with post-traumatic stress disorder; require for certification. Amends sec. 9 of 1965 PA 203 (MCL 28.609).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5794/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5794
884365,1135,HB5795,1,Introduced,2016-08-03,"Crimes; intoxication or impairment; peace officer to obtain court order before nonconsensual preliminary chemical breath testing; require. Amends secs. 320a & 625a of 1949 PA 300 (MCL 257.320a & 257.625a).","Crimes; intoxication or impairment; peace officer to obtain court order before nonconsensual preliminary chemical breath testing; require. Amends secs. 320a & 625a of 1949 PA 300 (MCL 257.320a & 257.625a).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5795/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5795
884379,1135,HB5796,4,Passed,2016-12-31,"Education; employees; provision providing employment preference for certain personnel in special education programs and services; repeal. Repeals sec. 1766 of 1976 PA 451 (MCL 380.1766).","Education; employees; provision providing employment preference for certain personnel in special education programs and services; repeal. Repeals sec. 1766 of 1976 PA 451 (MCL 380.1766).",0,,2016-12-31,"Assigned Pa 429'16 With Immediate Effect",https://legiscan.com/MI/bill/HB5796/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5796
884364,1135,HB5797,1,Introduced,2016-08-03,"Agriculture; weights and measures; security measures to combat credit card skimmers; require on retail gasoline pumps with scanning devices. Amends 1964 PA 283 (MCL 290.601 - 290.635) by adding sec. 28f.","Agriculture; weights and measures; security measures to combat credit card skimmers; require on retail gasoline pumps with scanning devices. Amends 1964 PA 283 (MCL 290.601 - 290.635) by adding sec. 28f.",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5797/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5797
884367,1135,HB5798,1,Introduced,2016-08-03,"Traffic control; violations; definition of clearly visible registration plate; clarify. Amends sec. 225 of 1949 PA 300 (MCL 257.225).","Traffic control; violations; definition of clearly visible registration plate; clarify. Amends sec. 225 of 1949 PA 300 (MCL 257.225).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5798/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5798
884372,1135,HB5799,1,Introduced,2016-08-03,"Elections; candidates; affidavit of identity for a candidate; provide checkbox option for nonpublished residence address. Amends sec. 558 of 1954 PA 116 (MCL 168.558).","Elections; candidates; affidavit of identity for a candidate; provide checkbox option for nonpublished residence address. Amends sec. 558 of 1954 PA 116 (MCL 168.558).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5799/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5799
884380,1135,HB5800,1,Introduced,2016-08-03,"Marihuana; penalities and remedies; restrictions on transporting medical marihuana; revise, and provide sanctions for a violation in the Michigan medical marihuana act. Amends sec. 7 of 2008 IL 1 (MCL 333.26427) & repeals sec. 474 of 1931 PA 328 (MCL 750.474).","Marihuana; penalities and remedies; restrictions on transporting medical marihuana; revise, and provide sanctions for a violation in the Michigan medical marihuana act. Amends sec. 7 of 2008 IL 1 (MCL 333.26427) & repeals sec. 474 of 1931 PA 328 (MCL 750.474).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5800/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5800
884374,1135,HB5801,1,Introduced,2016-08-03,"Individual income tax; deductions; limitations and restrictions on retirement or pension benefits; revise. Amends sec. 30 of 1967 PA 281 (MCL 206.30).","Individual income tax; deductions; limitations and restrictions on retirement or pension benefits; revise. Amends sec. 30 of 1967 PA 281 (MCL 206.30).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5801/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5801
884368,1135,HB5802,1,Introduced,2016-08-03,"Health; death; physician-assisted suicide; allow under certain circumstances. Creates new act & repeals sec. 329a of 1931 PA 328 (MCL 750.329a) & 1992 PA 270 (MCL 752.1021 - 752.1027).","Health; death; physician-assisted suicide; allow under certain circumstances. Creates new act & repeals sec. 329a of 1931 PA 328 (MCL 750.329a) & 1992 PA 270 (MCL 752.1021 - 752.1027).",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5802/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5802
884373,1135,HB5803,1,Introduced,2016-08-03,"Criminal procedure; sentencing guidelines; sentencing guidelines for crimes involving physician-assisted suicide; revise. Amends secs. 13n & 16p, ch. XVII of 1927 PA 175 (MCL 777.13n & 777.16p). TIE BAR WITH: HB 5802'16","Criminal procedure; sentencing guidelines; sentencing guidelines for crimes involving physician-assisted suicide; revise. Amends secs. 13n & 16p, ch. XVII of 1927 PA 175 (MCL 777.13n & 777.16p). TIE BAR WITH: HB 5802'16",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5803/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5803
884370,1135,HB5804,1,Introduced,2016-08-03,"Agriculture; weights and measures; security measures to combat credit card skimmers; require on retail gasoline pumps with scanning devices. Amends 1964 PA 283 (MCL 290.601 - 290.635) by adding sec. 28f.","Agriculture; weights and measures; security measures to combat credit card skimmers; require on retail gasoline pumps with scanning devices. Amends 1964 PA 283 (MCL 290.601 - 290.635) by adding sec. 28f.",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5804/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5804
884382,1135,HB5805,1,Introduced,2016-08-03,"Veterans; employment; workforce development program for veterans in advanced energy industry; provide for. Amends 1994 PA 39 (MCL 35.1091 - 35.1094) by adding sec. 3a.","Veterans; employment; workforce development program for veterans in advanced energy industry; provide for. Amends 1994 PA 39 (MCL 35.1091 - 35.1094) by adding sec. 3a.",0,,2016-09-07,"Bill Electronically Reproduced 08/03/2016",https://legiscan.com/MI/bill/HB5805/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5805
884363,1135,HB5806,1,Introduced,2016-08-03,"Retirement; public school employees; retirant employed as a substitute teacher at a reporting unit under certain conditions without forfeiting retirement allowance or health care coverage; extend sunset. Amends sec. 61 of 1980 PA 300 (MCL 38.1361).","Retirement; public school employees; retirant employed as a substitute teacher at a reporting unit under certain conditions without forfeiting retirement allowance or health care coverage; extend sunset. Amends sec. 61 of 1980 PA 300 (MCL 38.1361).",834,"Senate Education",2016-12-01,"Referred To Committee On Education",https://legiscan.com/MI/bill/HB5806/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5806
885176,1135,HB5807,1,Introduced,2016-09-07,"Education; teachers; teacher shortage prevention act; create. Creates new act.","Education; teachers; teacher shortage prevention act; create. Creates new act.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5807/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5807
885210,1135,HB5808,1,Introduced,2016-09-07,"Criminal procedure; evidence; testimony of expert witnesses regarding behavior pattern of human trafficking victims; allow under certain circumstances. Amends sec. 462g of 1931 PA 328 (MCL 750.462g).","Criminal procedure; evidence; testimony of expert witnesses regarding behavior pattern of human trafficking victims; allow under certain circumstances. Amends sec. 462g of 1931 PA 328 (MCL 750.462g).",0,,2016-09-20,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5808/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5808
885165,1135,HB5809,1,Introduced,2016-09-07,"Children; child care; child care database; modify. Amends secs. 3 & 11b of 1973 PA 116 (MCL 722.113 & 722.121b).","Children; child care; child care database; modify. Amends secs. 3 & 11b of 1973 PA 116 (MCL 722.113 & 722.121b).",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5809/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5809
885174,1135,HB5810,1,Introduced,2016-09-07,"Elections; primary; nomination of candidates for lieutenant governor, secretary of state, attorney general, state board of education, university boards, and supreme court justice at primary elections; provide for. Amends secs. 55, 392a, 404, 534 & 535 of 1954 PA 116 (MCL 168.55 et seq.); adds secs. 72a, 73a, 74a, 74b, 74c, 74d, 74e, 74f, 74g, 282b, 282c, 283a, 284a, 284b, 284c, 284d, 284e, 284f, 284g, 284h, 391a, 392b, 394a & 395a & repeals secs. 72, 73, 74, 282, 282a, 283, 284, 392, 393, 394 & 395 of 1954 PA 116 (MCL 168.72 et seq.). TIE BAR WITH: HJR QQ'16","Elections; primary; nomination of candidates for lieutenant governor, secretary of state, attorney general, state board of education, university boards, and supreme court justice at primary elections; provide for. Amends secs. 55, 392a, 404, 534 & 535 of 1954 PA 116 (MCL 168.55 et seq.); adds secs. 72a, 73a, 74a, 74b, 74c, 74d, 74e, 74f, 74g, 282b, 282c, 283a, 284a, 284b, 284c, 284d, 284e, 284f, 284g, 284h, 391a, 392b, 394a & 395a & repeals secs. 72, 73, 74, 282, 282a, 283, 284, 392, 393, 394 & 395 of 1954 PA 116 (MCL 168.72 et seq.). TIE BAR WITH: HJR QQ'16",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5810/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5810
885163,1135,HB5811,1,Introduced,2016-09-07,"Public employees and officers; ethics; contracts between educational institutions and public servants; revise prohibitions. Amends sec. 3 of 1968 PA 317 (MCL 15.323).","Public employees and officers; ethics; contracts between educational institutions and public servants; revise prohibitions. Amends sec. 3 of 1968 PA 317 (MCL 15.323).",3416,"Senate Oversight",2016-12-13,"Referred To Committee On Oversight",https://legiscan.com/MI/bill/HB5811/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5811
885172,1135,HB5812,1,Introduced,2016-09-07,"Elections; other; appropriation for voting equipment to implement the elimination of straight-party ticket voting; remove. Amends sec. 795c of 1954 PA 116 (MCL 168.795c).","Elections; other; appropriation for voting equipment to implement the elimination of straight-party ticket voting; remove. Amends sec. 795c of 1954 PA 116 (MCL 168.795c).",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5812/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5812
885168,1135,HB5813,1,Introduced,2016-09-07,"Juveniles; other; age of majority; modify. Amends sec. 1 of 1968 PA 296 (MCL 722.151).","Juveniles; other; age of majority; modify. Amends sec. 1 of 1968 PA 296 (MCL 722.151).",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5813/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5813
885212,1135,HB5814,1,Introduced,2016-09-07,"Law enforcement; reports; age of majority in the uniform crime reporting system act; modify. Amends sec. 8 of 1968 PA 319 (MCL 28.258).","Law enforcement; reports; age of majority in the uniform crime reporting system act; modify. Amends sec. 8 of 1968 PA 319 (MCL 28.258).",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5814/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5814
885235,1135,HB5815,4,Passed,2016-12-28,"Corrections; prisoners; reentry services and housing for individuals released from prison without parole due to the prisoner's conviction or sentence being overturned; provide for. Amends sec. 83 of 1953 PA 232 (MCL 791.283).","Corrections; prisoners; reentry services and housing for individuals released from prison without parole due to the prisoner's conviction or sentence being overturned; provide for. Amends sec. 83 of 1953 PA 232 (MCL 791.283).",0,,2016-12-28,"Assigned Pa 344'16",https://legiscan.com/MI/bill/HB5815/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5815
885170,1135,HB5816,1,Introduced,2016-09-07,"Crime victims; statements; victim impact statement rights under the William Van Regenmorter crime victim's rights act; modify. Amends secs. 14, 15, 43 & 75 of 1985 PA 87 (MCL 780.764 et seq.). TIE BAR WITH: SB 0873'16, SB 0874'16, SB 0875'16, SB 0876'16, SB 0877'16","Crime victims; statements; victim impact statement rights under the William Van Regenmorter crime victim's rights act; modify. Amends secs. 14, 15, 43 & 75 of 1985 PA 87 (MCL 780.764 et seq.). TIE BAR WITH: SB 0873'16, SB 0874'16, SB 0875'16, SB 0876'16, SB 0877'16",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5816/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5816
885177,1135,HB5817,1,Introduced,2016-09-07,"Crime victims; rights; transfer of victim rights under the William Van Regenmorter crime victim's rights act; modify and revise definitions. Amends secs. 2, 2a, 31, 31a, 33a, 61, 61a & 61b of 1985 PA 87 (MCL 780.752 et seq.). TIE BAR WITH: SB 0873'16, SB 0873'16, SB 0874'16, SB 0874'16, SB 0875'16, SB 0875'16, SB 0876'16, SB 0876'16, SB 0877'16, SB 0877'16","Crime victims; rights; transfer of victim rights under the William Van Regenmorter crime victim's rights act; modify and revise definitions. Amends secs. 2, 2a, 31, 31a, 33a, 61, 61a & 61b of 1985 PA 87 (MCL 780.752 et seq.). TIE BAR WITH: SB 0873'16, SB 0873'16, SB 0874'16, SB 0874'16, SB 0875'16, SB 0875'16, SB 0876'16, SB 0876'16, SB 0877'16, SB 0877'16",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5817/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5817
885161,1135,HB5818,1,Introduced,2016-09-07,"Insurance; no-fault; term of insurance policy; establish a minimum length, and require proof of new insurance for insured to cancel. Amends secs. 1617 & 3020 of 1956 PA 218 (MCL 500.1617 & 500.3020) & adds sec. 3009a.","Insurance; no-fault; term of insurance policy; establish a minimum length, and require proof of new insurance for insured to cancel. Amends secs. 1617 & 3020 of 1956 PA 218 (MCL 500.1617 & 500.3020) & adds sec. 3009a.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5818/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5818
885233,1135,HB5819,1,Introduced,2016-09-07,"Property; conveyances; transfer of certain state-owned property in Menominee County; provide for.","Property; conveyances; transfer of certain state-owned property in Menominee County; provide for.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5819/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5819
885221,1135,HB5820,1,Introduced,2016-09-07,"Human services; services or financial assistance; suspicion-based substance abuse screening and testing pilot program for family independence program applicants and recipients; make permanent.","Human services; services or financial assistance; suspicion-based substance abuse screening and testing pilot program for family independence program applicants and recipients; make permanent.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5820/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5820
885215,1135,HB5821,4,Passed,2016-12-31,"State financing and management; purchasing; prohibition of contracting with certain discriminatory businesses that boycott certain entities; provide for.","State financing and management; purchasing; prohibition of contracting with certain discriminatory businesses that boycott certain entities; provide for.",0,,2016-12-31,"Assigned Pa 526'16 With Immediate Effect",https://legiscan.com/MI/bill/HB5821/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5821
885203,1135,HB5822,4,Passed,2016-12-31,"State financing and management; purchasing; prohibition of contracting with certain discriminatory businesses; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 241c.","State financing and management; purchasing; prohibition of contracting with certain discriminatory businesses; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 241c.",0,,2016-12-31,"Assigned Pa 527'16 With Immediate Effect",https://legiscan.com/MI/bill/HB5822/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5822
885213,1135,HB5823,1,Introduced,2016-09-07,"Retirement; investments; public employee retirement system assets in companies that boycott a person that has free trade relations with the United States; require divestment of.","Retirement; investments; public employee retirement system assets in companies that boycott a person that has free trade relations with the United States; require divestment of.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5823/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5823
885220,1135,HB5824,4,Passed,2016-12-28,"Sales tax; exemptions; tax exemption for county long-term medical care facilities; clarify. Amends sec. 4w of 1933 PA 167 (MCL 205.54w).","Sales tax; exemptions; tax exemption for county long-term medical care facilities; clarify. Amends sec. 4w of 1933 PA 167 (MCL 205.54w).",0,,2016-12-28,"Assigned Pa 372'16",https://legiscan.com/MI/bill/HB5824/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5824
885232,1135,HB5825,4,Passed,2016-12-28,"Use tax; exemptions; tax exemption for county long-term medical care facilities; clarify. Amends sec. 4s of 1937 PA 94 (MCL 205.94s).","Use tax; exemptions; tax exemption for county long-term medical care facilities; clarify. Amends sec. 4s of 1937 PA 94 (MCL 205.94s).",0,,2016-12-28,"Assigned Pa 373'16",https://legiscan.com/MI/bill/HB5825/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5825
885157,1135,HB5826,1,Introduced,2016-09-07,"Civil rights; public records; prohibition for public bodies commencing civil actions against entities making FOIA requests; implement in freedom of information act. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 5a.","Civil rights; public records; prohibition for public bodies commencing civil actions against entities making FOIA requests; implement in freedom of information act. Amends 1976 PA 442 (MCL 15.231 - 15.246) by adding sec. 5a.",838,"Senate Government Operations",2016-10-18,"Referred To Committee On Government Operations",https://legiscan.com/MI/bill/HB5826/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5826
885229,1135,HB5827,1,Introduced,2016-09-07,"Traffic control; driver license; renewal of driver license; extend to 8 years. Amends secs. 307 & 314 of 1949 PA 300 (MCL 257.307 & 257.314).","Traffic control; driver license; renewal of driver license; extend to 8 years. Amends secs. 307 & 314 of 1949 PA 300 (MCL 257.307 & 257.314).",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5827/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5827
885252,1135,HB5828,1,Introduced,2016-09-07,"Gaming; lottery; sports betting in this state; allow. Amends 1996 IL 1 (MCL 432.201 - 432.226) by adding sec. 9e & provides for a referendum.","Gaming; lottery; sports betting in this state; allow. Amends 1996 IL 1 (MCL 432.201 - 432.226) by adding sec. 9e & provides for a referendum.",0,,2016-09-08,"Bill Electronically Reproduced 09/07/2016",https://legiscan.com/MI/bill/HB5828/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5828
885222,1135,HB5829,1,Introduced,2016-09-08,"Labor; collective bargaining; exclusive clause in labor agreements for public sector unions; prohibit. Amends secs. 1, 9, 10, 11 & 15 of 1947 PA 336 (MCL 423.201 et seq.).","Labor; collective bargaining; exclusive clause in labor agreements for public sector unions; prohibit. Amends secs. 1, 9, 10, 11 & 15 of 1947 PA 336 (MCL 423.201 et seq.).",0,,2016-09-13,"Bill Electronically Reproduced 09/08/2016",https://legiscan.com/MI/bill/HB5829/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5829
885234,1135,HB5830,1,Introduced,2016-09-08,"Education; school districts; school board accountability for enacting deficit budget; provide for as part of early warning system Amends sec. 1220 of 1976 PA 451 (MCL 380.1220).","Education; school districts; school board accountability for enacting deficit budget; provide for as part of early warning system Amends sec. 1220 of 1976 PA 451 (MCL 380.1220).",0,,2016-09-13,"Bill Electronically Reproduced 09/08/2016",https://legiscan.com/MI/bill/HB5830/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5830
885245,1135,HB5831,1,Introduced,2016-09-08,"Insurance; producers; continuing education credit carryover system for insurance producers; provide for. Amends secs. 1204b & 1204c of 1956 PA 218 (MCL 500.1204b & 500.1204c).","Insurance; producers; continuing education credit carryover system for insurance producers; provide for. Amends secs. 1204b & 1204c of 1956 PA 218 (MCL 500.1204b & 500.1204c).",0,,2016-12-01,"Referred To Second Reading",https://legiscan.com/MI/bill/HB5831/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5831
885250,1135,HB5832,1,Introduced,2016-09-08,"Fireworks; other; regulation of use of fireworks by local unit of government in a county with a population of 750,000; allow. Amends sec. 7 of 2011 PA 256 (MCL 28.457).","Fireworks; other; regulation of use of fireworks by local unit of government in a county with a population of 750,000; allow. Amends sec. 7 of 2011 PA 256 (MCL 28.457).",0,,2016-09-13,"Bill Electronically Reproduced 09/08/2016",https://legiscan.com/MI/bill/HB5832/2015,http://legislature.mi.gov/doc.aspx?2016-HB-5832
